,25%_imd_quan,50%_imd_quan,75%_imd_quan,25%_ml_quan,50%_ml_quan,75%_ml_quan,label
0,103.91794701179458,106.36631195166456,107.87701007171259,82.81382887696425,91.39504668505548,101.86772702828371,1
1,107.03820691079557,107.03820691079557,107.03820691079557,67.81832170903822,88.68827110585602,89.72680746276842,1
2,103.91794701179458,107.12007869265328,107.88094038235242,83.01383289490408,91.42804640830647,103.58780636957886,1
3,104.34286059182193,107.7962604501656,108.39144482203065,86.34311282765174,96.89234460721872,104.57728159419862,1
4,104.2439478329544,107.7962604501656,108.3812355443088,86.44088818495237,96.89234460721872,104.7561066625494,1
5,103.91794701179458,106.3484404365382,107.99303298157949,84.35475076238305,94.2489288113108,104.5383629497212,1
6,103.91794701179458,106.78307387688318,107.87701007171259,83.4115671905306,90.82596274839452,103.09660400153602,1
7,104.76777417184928,107.7962604501656,108.4521379140107,82.7309092280307,91.35091771764769,103.64156615423639,1
8,103.91794701179458,106.27962015754679,107.87701007171259,77.66637909465092,91.35091771764769,103.70356956242775,1
9,103.91794701179458,107.03820691079557,107.889171357754,80.59418927453531,90.04683333272845,102.72116482634208,1
10,103.91794701179458,106.3484404365382,108.39685022840354,84.17934004463179,91.37298220135159,102.39985553683113,1
11,92.82508918276751,92.82508918276751,106.24946447696976,63.42829731242472,74.38634976620091,103.84207772954223,1
12,103.91794701179458,107.7962604501656,108.72940792233445,82.81382887696425,91.46104613155745,104.54159724049575,1
13,87.45415821362403,104.27374596986144,108.65398431309322,90.04683333272845,102.96988050774688,104.72239815512816,1
14,103.91794701179458,106.4513719086233,108.08899045880987,73.10848914561345,90.35489874631065,104.29720978113855,1
15,104.34286059182193,107.7962604501656,108.4521379140107,82.81382887696425,91.46104613155745,104.45946459854963,1
16,107.03820691079557,107.03820691079557,107.03820691079557,88.68827110585602,88.68827110585602,88.68827110585602,1
17,103.91794701179458,107.03820691079557,108.08899045880987,81.55200866329089,91.52084554644766,104.65932361415159,1
18,102.09312509925954,106.25062007799221,107.24133722621886,82.30863033621993,101.0651928674047,104.76885671658717,1
19,104.23110569976622,107.81822798936966,108.71163491770471,84.35475076238305,92.46942136189823,104.61295295058713,1
20,103.91794701179458,107.7962604501656,108.72940792233445,83.6092974682173,91.60551301540289,104.7561066625494,1
21,103.91794701179458,107.34004887391988,108.08899045880987,83.01383289490408,91.49094583900256,103.96120736423039,1
22,103.91794701179458,107.7962604501656,108.3580911066432,85.40472897876008,91.60551301540289,104.658544739618,1
23,103.91794701179458,107.03820691079557,107.8875003423685,82.81382887696425,91.22899410200138,102.72116482634208,1
24,104.68511850500528,104.78336547744946,104.78336547744946,81.16177668397779,88.14120074382737,97.83288063091533,1
25,101.75086208321113,106.42838231532957,108.331832285894,75.64138502554638,89.6297894974349,101.21154746652333,1
26,103.91794701179458,107.03820691079557,107.87701007171259,82.81382887696425,89.66139497707582,101.86772702828371,1
27,102.87068920773834,107.03820691079557,107.03820691079557,75.57901067208371,88.68827110585602,89.45525877627816,1
28,103.91794701179458,107.7962604501656,107.88487069299224,82.81382887696425,91.35091771764769,103.92652147996006,1
29,103.91794701179458,107.61814777783518,108.37842927645117,81.88944090954757,91.35091771764769,104.29720978113855,1
30,104.0231468677516,107.7962604501656,108.59244987071584,72.91893734821726,89.36954353262952,99.66339513348062,1
31,103.91794701179458,107.03820691079557,108.43139196106188,72.15081520803682,89.36954353262952,102.39778723043723,1
32,103.91794701179458,107.03820691079557,108.33296438576117,86.29265063352132,98.67660732783942,104.75446471016387,1
33,105.25473984155809,107.88376741165217,108.74900018935267,86.87768407153578,90.79539382920477,96.88029762168821,1
34,103.91794701179458,104.76777417184928,107.87701007171259,77.65725218151394,89.66139497707582,103.26612595026799,1
35,104.76777417184928,107.87701007171259,108.86460210300942,86.45790676713928,98.67660732783942,105.70125835245126,1
36,106.57312713763318,107.03820691079557,107.03820691079557,67.81832170903822,78.10846594432343,88.68827110585602,1
37,103.91794701179458,106.70225943123006,108.24175115855037,82.61382485902442,91.34139532934617,101.7555570540276,1
38,104.68901633140533,104.78336547744946,105.7314999441912,85.39763342018725,88.42475081639608,92.88611646786612,1
39,104.13040380180826,107.7962604501656,108.24175115855037,82.61382485902442,91.42804640830647,103.81933275527663,1
40,107.03820691079557,107.03820691079557,107.03820691079557,103.91794701179458,103.91794701179458,103.91794701179458,1
41,103.91794701179458,107.7410565975172,108.09538747391865,86.20853817403996,96.89234460721872,104.65932361415159,1
42,103.91794701179458,106.30509453947931,107.87701007171259,72.87227942561307,90.44519453953859,101.81644730444847,1
43,103.91794701179458,107.7962604501656,108.35002599269878,82.81382887696425,91.39504668505548,103.69499509426228,1
44,94.4573233118649,101.8234314036821,106.25814193604532,71.82086581663577,81.86607096796831,88.08471803842424,1
45,103.91794701179458,103.91794701179458,103.91794701179458,67.95683296181801,79.7333292418894,90.96858392552333,1
46,103.91794701179458,107.03820691079557,107.88928014643793,84.35475076238305,91.49094583900256,104.21130349392142,1
47,96.15465385679322,99.60918189628977,103.47127277232062,64.46017575566256,81.44592296857509,88.662225401636,1
48,103.91794701179458,106.70225943123006,107.88094038235242,83.01383289490408,91.42804640830647,104.11615286463203,1
49,104.76777417184928,107.874784130892,108.72940792233445,85.2991740687723,96.89234460721872,105.71876338832006,1
50,103.91794701179458,106.70225943123006,107.87701007171259,83.80702774590401,91.37298220135159,103.25344183250108,1
51,103.91794701179458,107.37311183044861,107.87701007171259,83.80702774590401,90.5054921545485,102.2941886398468,1
52,104.76777417184928,107.87701007171259,108.75624116047621,86.39357502178214,99.47630360405714,105.70125835245126,1
53,103.91794701179458,107.25751343919308,107.94179610040638,83.03257739972472,91.49094583900256,105.27704845005451,1
54,103.91794701179458,106.33056892141182,107.87701007171259,83.6092974682173,91.39504668505548,103.70356956242775,1
55,103.91794701179458,106.70225943123006,108.42862621216884,71.76578329250137,90.3154991856259,101.69456026363618,1
56,103.91794701179458,107.08128620091509,107.88094038235242,83.80702774590401,91.3758379548502,101.81644730444847,1
57,103.83948826476228,103.91794701179458,103.91794701179458,67.98569698842437,86.43726919101553,91.40586689235971,1
58,103.91794701179458,107.7962604501656,108.00907126236471,83.01383289490408,91.49094583900256,104.2433808560571,1
59,103.91794701179458,107.7962604501656,108.29262149382585,83.21383691284392,91.46104613155745,104.65932361415159,1
60,103.91794701179458,107.7962604501656,107.89273131427188,84.00475802359071,91.52084554644766,104.65932361415159,1
61,99.90433863384567,99.93258743609765,106.81279377012133,67.93187101642462,87.56383676496489,100.92254769751403,1
62,104.76777417184928,107.83917973172086,108.72940792233445,85.57169814287451,91.49094583900256,105.1029398324238,1
63,92.38186873314926,92.38186873314926,103.27395000032794,71.35690224412517,88.10000823119043,98.05119850534223,1
64,103.91794701179458,107.03820691079557,108.34247496587784,83.08945743944358,94.2489288113108,105.22886307037976,1
65,103.91794701179458,106.33056892141182,108.12541121045754,83.6092974682173,91.39504668505548,104.29720978113855,1
66,103.91794701179458,106.70225943123006,107.88094038235242,75.0454161641606,90.44519453953859,101.81644730444847,1
67,103.91794701179458,107.03820691079557,108.12541121045754,77.83580596344078,91.35091771764769,102.72116482634208,1
68,103.91794701179458,106.27962015754679,107.87701007171259,80.8936022730007,90.42906802290483,101.58114529859266,1
69,104.02599122534863,107.03820691079557,107.03820691079557,67.78736534485259,78.04577861591716,88.68827110585602,1
70,103.91794701179458,106.961446183243,107.87701007171259,80.06771295400425,91.28995590982453,101.81644730444847,1
71,92.82508918276751,92.82508918276751,106.4576763454275,63.42829731242472,82.692899229154,103.86687134586019,1
72,103.91794701179458,107.77189063128753,107.94179610040638,82.67435464680798,91.37298220135159,101.81644730444847,1
73,103.91794701179458,106.3484404365382,107.88880100363207,78.45504306699954,91.37298220135159,103.630280015737,1
74,103.91794701179458,107.7962604501656,108.67284021540351,83.9750621698795,91.08039276585225,104.07488142416184,1
75,103.91794701179458,107.7962604501656,108.60587557453675,86.30073702372458,99.47630360405714,105.69037010315947,1
76,94.4573233118649,101.8234314036821,106.25814193604532,71.82086581663577,81.86607096796831,88.08471803842424,1
77,103.91794701179458,107.7962604501656,107.88094038235242,83.80702774590401,91.28995590982453,102.34572565114813,1
78,103.91794701179458,107.03820691079557,107.87701007171259,72.91893734821726,91.04316904697419,101.39712301657208,1
79,104.34286059182193,107.7962604501656,107.8875003423685,82.81382887696425,91.39504668505548,103.70356956242775,1
80,103.91794701179458,107.7962604501656,107.89273131427188,82.41382084108459,91.39504668505548,103.47204317672997,1
81,107.03820691079557,108.4521379140107,108.65398431309322,87.53251483407034,90.8409083475463,104.65954744086807,1
82,104.60731549750768,107.37018193981214,108.08899045880987,84.00475802359071,91.22899410200138,104.65932361415159,1
83,90.07714201546034,99.72891579556959,105.47807696129507,73.69993824435974,86.27405883612893,96.90080482307123,1
84,103.91794701179458,107.7962604501656,108.47547817831185,79.43731082976,89.66139497707582,103.78270170040592,1
85,103.91794701179458,107.7962604501656,108.29081594468487,83.4115671905306,94.2489288113108,104.63734157431159,1
86,105.69416538840318,107.03820691079557,108.528361729988,67.86724737148154,88.68827110585602,95.21687273099528,1
87,103.91794701179458,107.48572609132493,108.38167683711316,83.6092974682173,91.71064658456194,104.29720978113855,1
88,103.91794701179458,107.7962604501656,108.5335797378816,82.41382084108459,91.22899410200138,101.76516758061324,1
89,103.91794701179458,106.3484404365382,108.09058971258708,81.14746676793015,91.34502011677941,104.10292019102336,1
90,103.91794701179458,106.3337375412624,107.88094038235242,81.17488640576536,91.28995590982453,101.81644730444847,1
91,103.91794701179458,107.7962604501656,107.87701007171259,82.81382887696425,91.46104613155745,103.0000637786602,1
92,103.91794701179458,106.39807502441981,107.87701007171259,83.80702774590401,91.37298220135159,103.66366174612384,1
93,103.91794701179458,107.03820691079557,108.00907126236471,83.80702774590401,91.56317928092528,103.58351913549612,1
94,92.38186873314926,92.70012581729667,103.94613051435606,63.460500987760994,77.24480704425079,91.12154583614858,1
95,92.70012581729667,99.72891579556959,108.08899045880987,65.45985052356413,86.68426498379831,102.98776752361296,1
96,103.91794701179458,107.7843532697715,107.88880100363207,84.35475076238305,91.42804640830647,103.81933275527663,1
97,107.03820691079557,107.03820691079557,107.03820691079557,67.81832170903822,88.68827110585602,94.41568525653459,1
98,103.91794701179458,107.03820691079557,107.88487069299224,84.70474350117539,91.39504668505548,103.70356956242775,1
99,94.4573233118649,101.8234314036821,106.25814193604532,71.82086581663577,81.86607096796831,88.08471803842424,1
100,103.91794701179458,107.7962604501656,108.5342710305668,82.61382485902442,91.42804640830647,104.47575926870476,1
101,102.05411614990366,102.05411614990366,103.50928314515075,86.27321041094277,89.39822506289102,94.15192283283741,1
102,101.571787200569,103.87871763827843,106.57312713763318,67.9128968043922,81.43648413319757,89.38375298882123,1
103,103.91794701179458,107.84228338346881,108.46493253684041,86.39357502178214,98.42672265108568,104.85288971094721,1
104,103.91794701179458,107.03820691079557,108.08899045880987,74.12457435470401,91.22899410200138,104.65932361415159,1
105,103.91794701179458,107.7962604501656,108.72940792233445,85.40472897876008,96.89234460721872,105.71876338832006,1
106,103.91794701179458,107.07008667125584,107.88094038235242,81.35403563428397,91.28995590982453,101.81644730444847,1
107,103.98620025007492,107.03820691079557,107.88487069299224,83.6092974682173,91.52084554644766,104.64801724613716,1
108,107.03820691079557,107.03820691079557,107.03820691079557,72.12698557422993,88.68827110585602,90.76075413768473,1
109,104.76777417184928,107.03820691079557,108.02646687068203,83.21383691284392,91.60551301540289,104.45274794383485,1
110,103.91794701179458,107.03820691079557,107.87701007171259,83.01383289490408,91.28995590982453,102.34572565114813,1
111,103.91794701179458,107.03820691079557,108.08899045880987,72.91893734821726,89.66139497707582,101.76516758061324,1
112,96.15465385679322,99.60918189628977,104.34286059182193,64.43812506820942,77.24480704425079,88.20746032365648,1
113,103.91794701179458,107.7962604501656,108.4521379140107,83.80702774590401,91.42804640830647,103.50159327525887,1
114,92.77969008833352,105.47169943938974,107.67298428808465,74.35627611923911,94.05649111292217,105.60129339302472,1
115,103.91794701179458,107.7962604501656,107.88094038235242,83.01383289490408,91.49094583900256,104.11615286463203,1
116,103.91794701179458,107.19139779889097,107.88880100363207,84.35475076238305,91.42804640830647,104.47826669764507,1
117,103.91794701179458,107.7877092233727,108.3580911066432,82.65117588672213,90.92501574792288,101.97028647595418,1
118,103.91794701179458,106.36631195166456,108.3580911066432,82.41382084108459,91.52084554644766,104.65932361415159,1
119,94.4573233118649,101.8234314036821,106.25814193604532,71.82086581663577,81.86607096796831,88.08471803842424,1
120,96.21452080643313,99.72891579556959,105.47807696129507,73.69993824435974,81.36506097801055,87.48116497099247,1
121,96.21452080643313,103.91794701179458,107.03820691079557,68.85941997285126,77.4580830998077,87.48116497099247,1
122,103.91794701179458,107.7962604501656,107.89273131427188,83.21383691284392,91.39504668505548,104.65932361415159,1
123,106.88318031974143,107.88226937046511,107.88226937046511,86.55371310650227,90.12360802188921,91.94772300724252,1
124,103.98508161043321,107.7962604501656,108.61294829846534,85.80663357640002,92.87153447092399,105.35328040078215,1
125,103.91794701179458,107.80756591961884,108.67284021540351,73.14093330529218,91.28995590982453,103.58780636957886,1
126,103.91794701179458,106.3484404365382,107.87701007171259,82.16712695526844,91.28995590982453,101.97354234561277,1
127,103.91794701179458,107.37908806354649,107.88487069299224,83.6092974682173,91.35091771764769,103.32229434547159,1
128,103.91794701179458,107.7962604501656,107.99154283298246,80.04009996786775,91.37298220135159,102.34572565114813,1
129,103.91794701179458,107.7962604501656,108.52576697098368,83.85302165513913,91.46104613155745,103.47204317672997,1
130,103.91794701179458,106.27962015754679,107.87701007171259,82.53249836390336,91.35091771764769,102.2387788919522,1
